DATE,ALLSKY_KT,T2M,PRECTOTCORR,PS,WS10M
6/2/2025,0.51,20.49,1.43,87.87,0.57
6/3/2025,0.43,20.26,3.9,87.88,0.65
6/4/2025,0.49,20.09,0.38,87.92,0.74
6/5/2025,0.59,19.86,0.34,87.92,0.84
6/6/2025,0.58,19.78,12.22,87.91,0.78
6/7/2025,0.62,19.84,1.14,87.89,0.82
6/8/2025,0.61,19.56,0.23,87.92,0.9
6/9/2025,0.54,18.89,0.21,87.93,0.84
6/10/2025,0.57,19.67,0.47,87.89,0.8
6/11/2025,0.5,19.48,0.39,87.92,0.79
6/12/2025,0.44,19.55,0.32,87.93,0.76
6/13/2025,0.5,19.63,0.1,87.9,0.66
6/14/2025,0.56,19.75,1.35,87.87,0.9
6/15/2025,0.57,19.53,0.11,87.89,0.73
6/16/2025,0.52,19.43,0.03,87.93,0.68
6/17/2025,0.6,19.37,0.02,87.96,0.6
6/18/2025,0.57,19.57,0.2,87.96,0.65
6/19/2025,0.49,18.91,1.24,87.97,0.86
6/20/2025,0.5,18.71,2.49,87.97,0.92
6/21/2025,0.48,18.68,8.74,87.93,0.91
6/22/2025,0.4,18.19,3.47,87.92,1.06
6/23/2025,0.55,18.93,3.18,87.87,0.69
6/24/2025,0.4,19.23,2,87.88,0.75
6/25/2025,0.57,19.07,1.22,87.89,0.82
6/26/2025,0.59,18.87,5.51,87.92,0.68
6/27/2025,0.41,19.28,1.2,87.91,0.72
6/28/2025,0.42,18.89,2.49,87.88,0.86
6/29/2025,0.56,19.61,0.19,87.85,0.68
6/30/2025,0.6,19.84,0.06,87.88,0.68
7/1/2025,0.49,19.61,0.39,87.9,0.73
7/2/2025,0.55,20.24,3.09,87.87,0.65
7/3/2025,0.55,20.03,17.8,87.88,0.68
7/4/2025,0.45,18.76,49.02,87.86,0.8
7/5/2025,0.36,18.26,31.66,87.82,0.97
7/6/2025,0.46,18.83,0.01,87.86,0.88
7/7/2025,0.53,19.44,1.14,87.88,0.79
7/8/2025,0.43,19.43,9.15,87.81,0.79
7/9/2025,0.34,18.97,9.55,87.81,0.84
7/10/2025,0.39,18.79,4.3,87.87,0.91
7/11/2025,0.52,18.41,3.14,87.94,1.05
7/12/2025,0.41,18.12,9.66,87.93,1.07
7/13/2025,0.46,17.89,0.02,87.91,1
7/14/2025,0.56,18.29,0.62,87.85,1.38
7/15/2025,0.6,18.07,0,87.88,1.13
7/16/2025,0.69,18.42,0,87.92,0.99
7/17/2025,0.62,18.8,0,87.9,1.03
7/18/2025,0.61,19.1,0.02,87.91,0.85
7/19/2025,0.59,19.51,0,87.98,0.92
7/20/2025,0.5,19.09,0.11,87.98,0.85
7/21/2025,0.53,18.67,0.49,87.92,0.98
7/22/2025,0.58,19.02,0.13,87.89,0.96
7/23/2025,0.61,18.76,0,87.87,0.99
7/24/2025,0.59,19.36,0,87.88,1.04
7/25/2025,0.46,19.21,0.11,87.9,1.04
7/26/2025,0.54,19.08,0.12,87.93,1.19
7/27/2025,0.53,19.29,0.64,87.91,0.84
7/28/2025,0.49,19.2,1.68,87.92,0.87
7/29/2025,0.37,19.1,4.52,87.96,0.99
7/30/2025,0.34,18.94,8.83,88,1.12
7/31/2025,0.5,18.87,4.12,87.96,1.09
8/1/2025,0.48,18.97,3.85,87.9,1.05
8/2/2025,0.47,18.55,10.29,87.91,1.16
8/3/2025,0.51,18.48,10.09,87.92,1.23
8/4/2025,0.44,18.5,7.16,87.91,1.16
8/5/2025,0.6,19.32,0.16,87.91,0.71
8/6/2025,0.52,19.44,0.18,87.98,0.61
8/7/2025,0.42,19.71,0.01,87.99,0.65
8/8/2025,0.48,20.19,9.54,87.89,0.57
8/9/2025,0.38,19.56,15.89,87.87,0.74
8/10/2025,0.36,19.02,3.48,87.93,0.91
8/11/2025,0.41,18.96,10.16,87.98,0.73
8/12/2025,0.37,18.69,22.87,87.94,0.96
8/13/2025,0.36,18.03,6.13,87.91,1.09
8/14/2025,0.47,17.88,1.38,87.9,1.04
8/15/2025,0.41,18.51,4.27,87.93,0.79
8/16/2025,0.55,19.29,0.65,87.92,0.76
8/17/2025,0.47,19.16,0.15,87.89,0.82
8/18/2025,0.46,19.4,1.36,87.82,0.54
8/19/2025,0.54,19.18,1.17,87.8,0.7
8/20/2025,0.6,19.34,7.39,87.81,0.7
8/21/2025,0.49,19.12,1.83,87.87,0.77
8/22/2025,0.53,19.13,0.94,87.86,0.75
8/23/2025,0.53,18.89,0.12,87.84,0.73
8/24/2025,0.51,19.5,5.22,87.74,0.65
8/25/2025,0.46,19.73,13.27,87.72,0.73
8/26/2025,0.48,19.78,11.56,87.77,0.58
8/27/2025,0.57,19.79,1.78,87.76,0.56
8/28/2025,0.47,19.5,0.39,87.78,0.48
8/29/2025,0.49,20.21,4.37,87.79,0.65
8/30/2025,0.43,19.08,3.54,87.9,0.79
8/31/2025,0.42,19.64,1.96,87.86,0.81
9/1/2025,0.45,18.99,0.98,87.88,0.81
9/2/2025,0.53,19.55,0.44,87.84,0.81
9/3/2025,0.55,19.8,2.24,87.83,0.52
9/4/2025,0.53,19.89,0.92,87.85,0.73
9/5/2025,0.57,19.72,0.08,87.87,0.77
9/6/2025,0.54,19.98,0.34,87.86,0.65
9/7/2025,0.37,19.8,2.44,87.84,0.92
9/8/2025,0.43,19.74,3.61,87.83,0.78
9/9/2025,0.49,19.12,1.67,87.9,0.79
9/10/2025,0.44,19.85,16.55,87.89,0.63
9/11/2025,0.42,19.24,9.26,87.87,0.79
9/12/2025,0.39,18.82,4.65,87.87,1.03
9/13/2025,0.44,18.64,0.44,87.91,1.1
9/14/2025,0.53,19.89,0.38,87.89,0.7
9/15/2025,0.54,20.24,0.31,87.92,0.64
9/16/2025,0.4,20.06,1.68,87.92,0.79
9/17/2025,0.4,19.89,2.33,87.91,0.97
9/18/2025,0.39,19.36,3.77,87.92,0.84
9/19/2025,0.37,19.07,0.57,87.88,1.13
9/20/2025,0.57,19.25,0.12,87.85,1.19
9/21/2025,0.61,18.23,2.15,87.91,1.25
9/22/2025,0.6,18.8,0.54,87.88,1.1
9/23/2025,0.63,19.69,1.32,87.83,0.76
9/24/2025,0.45,19.66,2.17,87.83,0.75
9/25/2025,0.33,19.92,2.87,87.79,0.65
9/26/2025,0.46,20.32,3.5,87.79,0.73
9/27/2025,0.41,19.67,11.5,87.84,0.93
9/28/2025,0.4,19.37,2.3,87.88,0.79
9/29/2025,0.41,19.43,16.79,87.82,0.76
9/30/2025,0.44,18.92,4.91,87.84,1.18
10/1/2025,0.59,18.99,0.9,87.86,0.87
10/2/2025,0.64,19.86,3.02,87.84,0.64
10/3/2025,0.55,20.09,2.55,87.78,0.68
10/4/2025,0.53,19.69,3.83,87.8,0.71
10/5/2025,0.43,19.94,20.48,87.77,0.92
10/6/2025,0.47,19.81,16.83,87.73,1.11
10/7/2025,0.45,19.62,6.43,87.71,1.25
10/8/2025,0.46,18.74,4.14,87.75,1.22
10/9/2025,0.47,18.94,1.95,87.8,1.46
10/10/2025,0.61,18.84,1.12,87.8,1.34
10/11/2025,0.44,18.99,0.32,87.8,1.17
10/12/2025,0.61,18.76,0.07,87.76,1.25
10/13/2025,0.57,18.58,0.27,87.8,1.36
10/14/2025,0.59,18.6,0.02,87.77,1.24
10/15/2025,0.63,18.87,1.21,87.8,0.91
10/16/2025,0.56,19.28,0.68,87.88,0.9
10/17/2025,0.58,19.79,0.04,87.96,0.69
10/18/2025,0.54,20.13,0.72,88.08,0.48
10/19/2025,0.53,20.42,0.95,88.07,0.64
10/20/2025,0.57,20.15,0.19,88.02,0.72
10/21/2025,0.52,20.29,3.78,87.98,0.61
10/22/2025,0.49,19.98,13.14,88.01,0.67
10/23/2025,0.5,20.21,7.58,88.02,0.55
10/24/2025,0.47,20,21.23,87.91,0.56
10/25/2025,0.41,19.87,37.03,87.87,0.72
10/26/2025,0.44,19.46,5.44,87.9,0.78
10/27/2025,0.55,20.18,0.53,87.89,0.64
10/28/2025,0.5,19.92,15.86,87.88,0.58
10/29/2025,0.38,19.4,17.48,87.89,0.45
10/30/2025,0.42,19.72,1.05,87.88,0.57
10/31/2025,0.51,20.1,4.31,87.78,0.57
11/1/2025,0.46,20.16,2.86,87.75,0.68
11/2/2025,0.36,19.48,2.67,87.77,0.66
11/3/2025,0.45,20.14,1.85,87.74,0.63
11/4/2025,0.47,20.07,12.93,87.65,0.47
11/5/2025,0.44,19.94,27,87.65,0.91
11/6/2025,0.36,19.63,18.73,87.64,0.57
11/7/2025,0.41,19.35,19.22,87.69,0.73
11/8/2025,0.44,19.08,8.49,87.77,0.63
11/9/2025,0.43,19.09,4.99,87.84,0.67
11/10/2025,0.39,18.74,1.79,87.8,0.89
11/11/2025,0.47,19.53,0.29,87.78,0.84
11/12/2025,0.49,19.62,0.06,87.82,0.91
11/13/2025,0.48,19.55,2.5,87.8,0.76
11/14/2025,0.5,20.09,1.58,87.72,0.65
11/15/2025,0.5,20.01,0.72,87.74,0.35
11/16/2025,0.34,19.57,14.22,87.77,0.58
11/17/2025,0.46,19.68,0.75,87.75,0.71
11/18/2025,0.5,19.77,1.8,87.72,0.69
11/19/2025,0.52,19.81,8.94,87.69,0.62
11/20/2025,0.42,19.34,2.86,87.69,0.42
11/21/2025,0.44,19.42,2.02,87.73,0.49
11/22/2025,0.5,19.54,17.03,87.73,0.48
11/23/2025,0.39,19.34,8.2,87.81,0.49
11/24/2025,0.37,18.6,6.99,87.85,0.56
11/25/2025,0.44,18.75,6.5,87.71,0.81
11/26/2025,0.32,19.45,12.52,87.77,0.76
11/27/2025,0.28,18.78,14.86,87.82,0.67
11/28/2025,0.35,18.65,31.62,87.72,1.03
11/29/2025,0.3,18.52,32.42,87.62,1.55
11/30/2025,0.5,19,18,87.71,0.97
12/1/2025,0.38,19.1,4.23,87.81,0.72
12/2/2025,0.37,18.93,22.65,87.83,0.7
12/3/2025,0.52,19.15,3.33,87.85,1.02
12/4/2025,0.42,18.88,4.48,87.86,0.79
12/5/2025,0.47,19.25,0.35,87.88,0.56
12/6/2025,0.52,19.85,0.94,87.91,0.6
12/7/2025,0.52,20.4,1.26,87.9,0.62
12/8/2025,0.5,20.27,1.99,87.93,0.6
12/9/2025,0.46,19.69,10.2,87.99,0.59
12/10/2025,0.47,20.07,12.65,87.96,0.65
12/11/2025,0.52,20.2,2.61,87.92,0.7
12/12/2025,0.55,20.39,0.02,87.88,0.62
12/13/2025,0.55,20.29,0.42,87.84,0.61
12/14/2025,0.54,19.91,1.96,87.88,0.55
12/15/2025,0.51,19.61,1.17,87.94,0.68
12/16/2025,0.45,19.25,25.97,87.92,0.84
12/17/2025,0.37,19.27,26.96,87.89,0.82
12/18/2025,0.42,19.13,21.06,87.95,0.69
12/19/2025,0.33,19.06,18.59,87.97,1.24
12/20/2025,0.53,19.24,7.86,87.89,0.93
12/21/2025,0.54,19.88,2.38,87.83,0.77
12/22/2025,0.51,19.57,3.69,87.79,0.69
12/23/2025,0.53,19.67,2.63,87.79,0.67
12/24/2025,0.57,20.03,0.25,87.83,0.43
12/25/2025,0.6,20.09,0.13,87.86,0.52
12/26/2025,0.57,20.09,0.11,87.89,0.58
12/27/2025,0.54,19.81,1.24,87.89,0.79
12/28/2025,0.49,19.37,1.95,87.84,0.85
12/29/2025,0.48,19.63,46.64,87.85,0.81
12/30/2025,0.37,19.02,35.61,87.8,0.84
12/31/2025,0.37,19.29,21.97,87.81,0.66
